Time,State,Speed,Latitude,Longitude,Heading,Bus Door
4:10:00 PM,2,0,40.74866,-74.008042,164.2,0
4:10:01 PM,2,0,40.74866,-74.008042,164.2,0
4:10:02 PM,2,0,40.74866,-74.008042,164.2,0
4:10:03 PM,2,0,40.74866,-74.008042,164.2,0
4:10:04 PM,2,0,40.74866,-74.008042,164.2,0
4:10:05 PM,2,0,40.74866,-74.008042,164.2,0
4:10:06 PM,2,0,40.74866,-74.008042,164.2,0
4:10:07 PM,2,0,40.74866,-74.008042,164.2,0
4:10:08 PM,2,0,40.74866,-74.008042,164.2,0
4:10:09 PM,2,0,40.74866,-74.008042,164.2,0
4:10:10 PM,2,0,40.74866,-74.008042,164.2,0
4:10:11 PM,2,0,40.74866,-74.008042,164.2,0
4:10:12 PM,2,0,40.74866,-74.008042,164.2,0
4:10:13 PM,2,0,40.74866,-74.008042,164.2,0
4:10:14 PM,2,0,40.74866,-74.008042,164.2,0
4:10:15 PM,2,0,40.74866,-74.008042,164.2,0
4:10:16 PM,2,0,40.74866,-74.008042,164.2,0
4:10:17 PM,2,0,40.74866,-74.008042,164.2,0
4:10:18 PM,2,0,40.74866,-74.008042,164.2,0
4:10:19 PM,2,0.644318182,40.748655,-74.00804,163.8,0
4:10:20 PM,1,1.819090909,40.748647,-74.008037,162.5,0
4:10:21 PM,1,2.766818182,40.748637,-74.008033,159.7,0
4:10:22 PM,1,2.88,40.748627,-74.008028,156.3,0
4:10:23 PM,1,2.312045455,40.748618,-74.008023,153.5,0
4:10:24 PM,1,1.819090909,40.748612,-74.008022,151.4,0
4:10:25 PM,1,0.591818182,40.748608,-74.008022,151.4,0
4:10:26 PM,1,0.113863636,40.748608,-74.008022,151.4,0
4:10:27 PM,1,0,40.748608,-74.008022,151.4,0
4:10:28 PM,3,0,40.748608,-74.008022,151.4,0
4:10:29 PM,3,0,40.748608,-74.008022,151.4,0
4:10:30 PM,3,0,40.748608,-74.008022,151.4,0
4:10:31 PM,3,0,40.748608,-74.008022,151.4,0
4:10:32 PM,3,0,40.748608,-74.008022,151.4,0
4:10:33 PM,3,0,40.748608,-74.008022,151.4,0
4:10:34 PM,3,0,40.748608,-74.008022,151.4,0
4:10:35 PM,3,0,40.748608,-74.008022,151.4,0
4:10:36 PM,3,0,40.748608,-74.008022,151.4,0
4:10:37 PM,3,0,40.748608,-74.008022,151.4,0
4:10:38 PM,3,0,40.748608,-74.008022,151.4,0
4:10:39 PM,3,0,40.748608,-74.008022,151.4,0
4:10:40 PM,3,0,40.748608,-74.008022,151.4,0
4:10:41 PM,3,0,40.748608,-74.008022,151.4,0
4:10:42 PM,3,0,40.748608,-74.008022,151.4,0
4:10:43 PM,3,0,40.748608,-74.008022,151.4,0
4:10:44 PM,3,0,40.748608,-74.008022,151.4,0
4:10:45 PM,3,0,40.748608,-74.008022,151.4,0
4:10:46 PM,3,0,40.748608,-74.008022,151.4,0
4:10:47 PM,3,0,40.748608,-74.008022,151.4,0
4:10:48 PM,3,0,40.748608,-74.008022,151.4,0
4:10:49 PM,3,0,40.748608,-74.008022,151.4,0
4:10:50 PM,3,0,40.748608,-74.008022,151.4,0
4:10:51 PM,3,0,40.748608,-74.008022,151.4,0
4:10:52 PM,3,0,40.748608,-74.008022,151.4,0
4:10:53 PM,3,0,40.748608,-74.008022,151.4,0
4:10:54 PM,3,0,40.748608,-74.008022,151.4,0
4:10:55 PM,3,0,40.748608,-74.008022,151.4,0
4:10:56 PM,3,0,40.748608,-74.008022,151.4,0
4:10:57 PM,3,0,40.748608,-74.008022,151.4,0
4:10:58 PM,3,0,40.748608,-74.008022,151.4,0
