Time,State,Speed,Latitude,Longitude,Heading,Bus Door
10:00:00 AM,2,0,40.748738,-74.008043,165.1,0
10:00:01 AM,2,0,40.748738,-74.008043,165.1,0
10:00:02 AM,2,0,40.748738,-74.008043,165.1,0
10:00:03 AM,2,0,40.748738,-74.008043,165.1,0
10:00:04 AM,2,0,40.748738,-74.008043,165.1,0
10:00:05 AM,2,0,40.748738,-74.008043,165.1,0
10:00:06 AM,2,0,40.748738,-74.008043,165.1,0
10:00:07 AM,2,0,40.748738,-74.008043,165.1,0
10:00:08 AM,2,0,40.748738,-74.008043,165.1,0
10:00:09 AM,2,0,40.748738,-74.008043,165.1,0
10:00:10 AM,2,0,40.748738,-74.008043,165.1,0
10:00:11 AM,2,0,40.748738,-74.008043,165.1,0
10:00:12 AM,2,0,40.748738,-74.008043,165.1,0
10:00:13 AM,2,0,40.748738,-74.008043,165.1,0
10:00:14 AM,2,0,40.748738,-74.008043,165.1,0
10:00:15 AM,2,0,40.748738,-74.008043,165.1,0
10:00:16 AM,2,0,40.748738,-74.008043,165.1,0
10:00:17 AM,2,0,40.748738,-74.008043,165.1,0
10:00:18 AM,2,0,40.748738,-74.008043,165.1,0
10:00:19 AM,2,0,40.748738,-74.008043,165.1,0
10:00:20 AM,2,0,40.748738,-74.008043,165.1,0
10:00:21 AM,1,0,40.748738,-74.008043,165.1,0
10:00:22 AM,1,0,40.748735,-74.008043,165.2,0
10:00:23 AM,1,0.871363636,40.748728,-74.00804,165.6,0
10:00:24 AM,1,2.123181818,40.748717,-74.008037,165.4,0
10:00:25 AM,1,2.768181818,40.748703,-74.008032,164.4,0
10:00:26 AM,1,3.221590909,40.74869,-74.008027,162.5,0
10:00:27 AM,1,3.486818182,40.748675,-74.00802,159.3,0
10:00:28 AM,1,3.638181818,40.748662,-74.008012,155,0
10:00:29 AM,1,3.676363636,40.748648,-74.008,149.5,0
10:00:30 AM,1,3.676363636,40.748635,-74.007988,143,0
10:00:31 AM,1,3.790227273,40.748623,-74.00797,134.8,0
10:00:32 AM,1,4.585909091,40.748612,-74.007948,125.2,0
10:00:33 AM,2,4.585909091,40.748603,-74.007923,114.9,0
10:00:34 AM,2,4.929545455,40.748598,-74.007893,103.8,0
10:00:35 AM,2,5.232954545,40.748598,-74.00786,93,0
10:00:36 AM,2,5.571136364,40.748602,-74.007825,82.5,0
10:00:37 AM,2,5.912045455,40.748612,-74.00779,72.2,0
10:00:38 AM,2,6.177272727,40.748627,-74.007755,61.4,0
10:00:39 AM,2,6.443181818,40.748648,-74.007723,49.7,0
10:00:40 AM,2,6.708409091,40.748675,-74.007697,36.2,0
10:00:41 AM,2,7.049318182,40.748707,-74.007677,23.1,0
10:00:42 AM,2,7.504090909,40.748743,-74.007665,11,0
10:00:43 AM,2,8.110227273,40.748783,-74.007663,359.5,0
10:00:44 AM,2,8.565,40.748825,-74.00767,349.6,0
10:00:45 AM,2,8.678863636,40.748863,-74.007683,342.9,0
10:00:46 AM,2,8.779772727,40.748898,-74.0077,339.1,0
10:00:47 AM,2,8.830227273,40.748932,-74.007713,337.9,0
10:00:48 AM,2,8.830227273,40.748967,-74.00773,337.2,0
10:00:49 AM,2,8.8725,40.749,-74.007747,336.5,0
10:00:50 AM,2,8.759318182,40.749033,-74.007763,336.4,0
10:00:51 AM,2,8.375454545,40.749065,-74.007782,336,0
10:00:52 AM,2,8.110227273,40.749097,-74.007798,335.9,0
10:00:53 AM,2,8.185909091,40.74913,-74.007815,336.1,0
10:00:54 AM,2,8.185909091,40.749162,-74.007833,336.2,0
10:00:55 AM,2,8.607272727,40.749198,-74.007853,336,0
10:00:56 AM,2,9.403636364,40.749237,-74.007875,335.6,0
10:00:57 AM,2,10.455,40.74928,-74.0079,335.6,0
10:00:58 AM,2,11.51590909,40.749327,-74.007925,336,0
10:00:59 AM,2,12.36136364,40.749377,-74.007952,336.1,0
10:01:00 AM,2,13.23340909,40.74943,-74.007982,336,0
10:01:01 AM,2,14.17431818,40.749485,-74.008013,336,0
10:01:02 AM,2,14.89431818,40.749543,-74.008045,336.5,0
10:01:03 AM,2,15.46295455,40.749605,-74.008077,337.2,0
10:01:04 AM,2,16.00159091,40.749667,-74.008105,338.8,0
10:01:05 AM,2,16.38068182,40.749732,-74.008133,340.5,0
10:01:06 AM,2,16.44818182,40.749795,-74.008158,342.8,0
10:01:07 AM,2,16.13727273,40.749858,-74.00818,345.2,0
10:01:08 AM,2,15.49295455,40.749918,-74.008197,347.3,0
10:01:09 AM,2,14.40136364,40.749972,-74.008212,349.3,0
10:01:10 AM,2,13.03704545,40.75002,-74.008222,351.1,0
10:01:11 AM,2,11.67886364,40.750065,-74.008227,354.6,0
10:01:12 AM,2,9.096136364,40.750103,-74.008225,2.7,0
10:01:13 AM,2,8.1525,40.750138,-74.008217,16.6,0
10:01:14 AM,2,7.583863636,40.750165,-74.008197,34.9,0
10:01:15 AM,2,7.583863636,40.750187,-74.008165,57.9,0
10:01:16 AM,2,7.962954545,40.750197,-74.008118,83.6,0
10:01:17 AM,2,8.717045455,40.750193,-74.008065,103.6,0
10:01:18 AM,2,9.507954545,40.750177,-74.008012,116.3,0
10:01:19 AM,2,10.46045455,40.750152,-74.007957,124.3,0
10:01:20 AM,2,12.66477273,40.75012,-74.007902,128.6,0
10:01:21 AM,2,12.66477273,40.750085,-74.007845,129.1,0
10:01:22 AM,2,13.95409091,40.750047,-74.007782,127,0
10:01:23 AM,2,14.66727273,40.750012,-74.007713,123.9,0
10:01:24 AM,2,15.04568182,40.749978,-74.007643,121.5,0
10:01:25 AM,2,14.67409091,40.749947,-74.007575,120.7,0
