Time,State,Speed,Latitude,Longitude,Heading,Bus Door
8:45:00 AM,2,0,40.748787,-74.008065,164.6,0
8:45:01 AM,2,0,40.748787,-74.008065,164.6,0
8:45:02 AM,2,0,40.748787,-74.008065,164.6,0
8:45:03 AM,2,0,40.748787,-74.008065,164.6,0
8:45:04 AM,2,0,40.748787,-74.008065,164.6,0
8:45:05 AM,2,0,40.748787,-74.008065,164.6,0
8:45:06 AM,2,0,40.748787,-74.008065,164.6,0
8:45:07 AM,2,0,40.748787,-74.008065,164.6,0
8:45:08 AM,2,0,40.748787,-74.008065,164.6,0
8:45:09 AM,2,0,40.748787,-74.008065,164.6,0
8:45:10 AM,2,0,40.748787,-74.008065,164.6,0
8:45:11 AM,2,0,40.748787,-74.008065,164.6,0
8:45:12 AM,1,0.151363636,40.748777,-74.008067,164.7,0
8:45:13 AM,1,1.023409091,40.748767,-74.008067,164.7,0
8:45:14 AM,1,1.629545455,40.748758,-74.008067,164.7,0
8:45:15 AM,1,1.706590909,40.748748,-74.008067,164.6,0
8:45:16 AM,1,1.932954545,40.74874,-74.008065,164.4,0
8:45:17 AM,1,1.894772727,40.748733,-74.008063,164.2,0
8:45:18 AM,1,2.008636364,40.748723,-74.00806,164,0
8:45:19 AM,1,2.008636364,40.748717,-74.008058,163.8,0
8:45:20 AM,1,1.060909091,40.748715,-74.008058,163.8,0
8:45:21 AM,1,0.6825,40.74871,-74.008057,163.6,0
8:45:22 AM,1,1.4025,40.748703,-74.008053,163.4,0
8:45:23 AM,1,1.894772727,40.748695,-74.00805,163.1,0
8:45:24 AM,1,2.312727273,40.748685,-74.008047,162.2,0
8:45:25 AM,1,3.107727273,40.748672,-74.00804,159.1,0
8:45:26 AM,1,4.092954545,40.748655,-74.008028,154,0
8:45:27 AM,1,4.661590909,40.748638,-74.008017,146.9,0
8:45:28 AM,1,4.926818182,40.748622,-74.007998,137.2,0
8:45:29 AM,1,5.305909091,40.748608,-74.007975,125.5,0
8:45:30 AM,1,5.801590909,40.748597,-74.007945,112.5,0
8:45:31 AM,1,6.329318182,40.748592,-74.007908,98.8,0
8:45:32 AM,1,6.897954545,40.748592,-74.007868,84.7,0
8:45:33 AM,1,7.322045455,40.7486,-74.007828,71.6,0
8:45:34 AM,1,7.504090909,40.748615,-74.00779,59.3,0
8:45:35 AM,1,7.689545455,40.748635,-74.007755,46.4,0
8:45:36 AM,1,7.883181818,40.748662,-74.007727,33.6,0
8:45:37 AM,1,8.000454545,40.748693,-74.007707,20.5,0
8:45:38 AM,1,8.19,40.748728,-74.007697,7.6,0
8:45:39 AM,1,8.337954545,40.748765,-74.007695,357.7,0
8:45:40 AM,1,8.258181818,40.7488,-74.0077,350.9,0
8:45:41 AM,1,8.148409091,40.748835,-74.007708,345.9,0
8:45:42 AM,1,8.004545455,40.748867,-74.00772,342.6,0
8:45:43 AM,1,7.049318182,40.748893,-74.007732,341,0
8:45:44 AM,1,5.265681818,40.748912,-74.00774,340.5,0
8:45:45 AM,1,1.819772727,40.748923,-74.007745,340.4,0
8:45:46 AM,1,1.819772727,40.74893,-74.007747,340.3,0
8:45:47 AM,3,0.492954545,40.74893,-74.007747,340.3,0
8:45:48 AM,3,0,40.74893,-74.007747,340.3,0
8:45:49 AM,3,0,40.74893,-74.007747,340.3,0
8:45:50 AM,3,0,40.74893,-74.007747,340.3,0
8:45:51 AM,3,0,40.74893,-74.007747,340.3,0
8:45:52 AM,3,0,40.74893,-74.007747,340.3,0
8:45:53 AM,3,0,40.74893,-74.007747,340.3,0
8:45:54 AM,3,0,40.74893,-74.007747,340.3,0
8:45:55 AM,3,0.340909091,40.748943,-74.00775,340.1,0
8:45:56 AM,1,1.44,40.74896,-74.007755,339.8,0
8:45:57 AM,1,3.107727273,40.748982,-74.007762,339,0
8:45:58 AM,1,5.305909091,40.749013,-74.007775,337.4,0
8:45:59 AM,1,7.731136364,40.74905,-74.007793,335.7,0
8:46:00 AM,1,10.04863636,40.749095,-74.007815,335.1,0
8:46:01 AM,1,12.31704545,40.749147,-74.007842,335.2,0
8:46:02 AM,1,14.32568182,40.749207,-74.007872,336.3,0
8:46:03 AM,1,16.22863636,40.749273,-74.007905,336.5,0
