Time,State,Speed
7:53:26 AM,2,0
7:53:27 AM,2,0
7:53:28 AM,2,0
7:53:29 AM,2,0
7:53:30 AM,2,0
7:53:31 AM,2,0
7:53:32 AM,2,0.075681818
7:53:33 AM,2,0.909545455
7:53:34 AM,2,1.326136364
7:53:35 AM,2,0.492954545
7:53:36 AM,2,0
7:53:37 AM,1,0
7:53:38 AM,1,0
7:53:39 AM,1,0.492954545
7:53:40 AM,1,1.440681818
7:53:41 AM,1,2.236363636
7:53:42 AM,1,2.956363636
7:53:43 AM,1,3.903409091
7:53:44 AM,1,5.341363636
7:53:45 AM,1,6.970227273
7:53:46 AM,1,7.883181818
7:53:47 AM,1,7.883181818
7:53:48 AM,1,8.000454545
7:53:49 AM,1,8.759318182
7:53:50 AM,1,10.38409091
7:53:51 AM,1,12.81613636
7:53:52 AM,1,14.85613636
7:53:53 AM,1,16.10727273
7:53:54 AM,1,16.82727273
7:53:55 AM,1,16.90295455
7:53:56 AM,1,16.52386364
7:53:57 AM,1,15.99340909
7:53:58 AM,1,15.31909091
7:53:59 AM,1,14.51522727
7:54:00 AM,1,13.68818182
7:54:01 AM,1,12.77863636
7:54:02 AM,1,11.97613636
7:54:03 AM,1,11.33181818
7:54:04 AM,1,10.46045455
7:54:05 AM,1,9.621818182
7:54:06 AM,1,8.868409091
7:54:07 AM,1,8.076818182
7:54:08 AM,1,7.052727273
7:54:09 AM,1,5.912045455
7:54:10 AM,1,4.965
7:54:11 AM,1,4.017272727
7:54:12 AM,1,2.8425
7:54:13 AM,1,1.705227273
7:54:14 AM,2,0.606136364
7:54:15 AM,2,0
7:54:16 AM,2,0
7:54:17 AM,2,0
7:54:18 AM,2,0
7:54:19 AM,2,0
7:54:20 AM,2,0
7:54:21 AM,2,0
7:54:22 AM,2,0
7:54:23 AM,2,0
7:54:24 AM,2,0
7:54:25 AM,2,0
7:54:26 AM,2,0
7:54:27 AM,2,0
7:54:28 AM,2,0
7:54:29 AM,2,0
7:54:30 AM,2,0
7:54:31 AM,2,0
7:54:32 AM,2,0
7:54:33 AM,2,0
7:54:34 AM,2,0
7:54:35 AM,2,0
7:54:36 AM,2,0
7:54:37 AM,2,0
7:54:38 AM,2,0
7:54:39 AM,2,0
7:54:40 AM,2,0
7:54:41 AM,2,0
7:54:42 AM,2,0
7:54:43 AM,2,0
7:54:44 AM,2,0
7:54:45 AM,2,0
7:54:46 AM,2,0
7:54:47 AM,2,0
7:54:48 AM,2,0
7:54:49 AM,2,0
7:54:50 AM,2,0
7:54:51 AM,2,0
7:54:52 AM,2,0
7:54:53 AM,2,0
7:54:54 AM,2,0
7:54:55 AM,2,0
7:54:56 AM,2,0
7:54:57 AM,2,0
7:54:58 AM,2,0
7:54:59 AM,2,0
7:55:00 AM,2,0
